,threshold-competitive,impact-long-queues,initial-corona-number,service-timeSA,policy-implemented,time-slot?,percentage-competitive,cum-infected,average-timequeue,min-timequeue,max-timequeue,cum-infected-10080,cum-infected-18720
4701,60,6,5,2,policy 0 (baseline),False,10,577,47.13068182,1,163,21,111
4702,60,6,5,2,policy 0 (baseline),False,10,619,48.64204545,1,161,22,86
4703,60,6,5,2,policy 0 (baseline),False,10,751,90.53977273,1,274,22,168
4704,60,6,5,2,policy 0 (baseline),False,10,575,12.09659091,1,38,19,83
4705,60,6,5,2,policy 0 (baseline),False,10,649,105.9715909,1,272,24,143
4706,60,6,5,2,policy 0 (baseline),False,10,698,34.4375,1,111,31,129
4707,60,6,5,2,policy 0 (baseline),False,10,321,83.38068182,1,212,18,63
4708,60,6,5,2,policy 0 (baseline),False,10,599,91.47159091,1,263,19,125
4709,60,6,5,2,policy 0 (baseline),False,10,636,150.9772727,1,354,20,121
4710,60,6,5,3,policy 0 (baseline),False,10,499,281.0397727,2,807,20,96
4711,60,6,5,3,policy 0 (baseline),False,10,661,155.7784091,2,333,17,116
4712,60,6,5,3,policy 0 (baseline),False,10,528,191.0397727,2,371,18,75
4713,60,6,5,3,policy 0 (baseline),False,10,538,184.6363636,2,431,17,92
4714,60,6,5,3,policy 0 (baseline),False,10,629,210.0625,2,423,23,98
4715,60,6,5,3,policy 0 (baseline),False,10,511,259.1193182,2,808,20,87
4716,60,6,5,3,policy 0 (baseline),False,10,723,206.6647727,2,399,22,157
4717,60,6,5,3,policy 0 (baseline),False,10,679,156.9829545,2,422,18,125
4718,60,6,5,3,policy 0 (baseline),False,10,580,208.6079545,2,410,23,115
4719,60,6,5,3,policy 0 (baseline),False,10,747,219.7840909,2,770,26,186
4720,60,6,5,4,policy 0 (baseline),False,10,620,488.0909091,3,1000,21,110
4721,60,6,5,4,policy 0 (baseline),False,10,648,503.7727273,3,1013,26,140
4722,60,6,5,4,policy 0 (baseline),False,10,604,352.7613636,3,919,21,117
4723,60,6,5,4,policy 0 (baseline),False,10,750,404.5568182,3,981,24,174
4724,60,6,5,4,policy 0 (baseline),False,10,652,300.5056818,3,893,19,107
4725,60,6,5,4,policy 0 (baseline),False,10,674,387.8806818,3,985,20,126
4726,60,6,5,4,policy 0 (baseline),False,10,635,275.7784091,3,842,21,108
4727,60,6,5,4,policy 0 (baseline),False,10,649,421.1647727,3,947,21,126
4728,60,6,5,4,policy 0 (baseline),False,10,746,429.7386364,3,938,26,190
4729,60,6,5,4,policy 0 (baseline),False,10,645,393.625,3,928,25,132
4730,60,6,5,5,policy 0 (baseline),False,10,703,481.9431818,4,1050,26,170
4731,60,6,5,5,policy 0 (baseline),False,10,497,480.6818182,4,1069,21,79
4732,60,6,5,5,policy 0 (baseline),False,10,666,486.9545455,4,1039,18,107
4733,60,6,5,5,policy 0 (baseline),False,10,636,627.7954545,4,1197,20,125
4734,60,6,5,5,policy 0 (baseline),False,10,621,498.4886364,4,1069,20,118
4735,60,6,5,5,policy 0 (baseline),False,10,580,516.1704545,4,1086,16,84
4736,60,6,5,5,policy 0 (baseline),False,10,718,524.6534091,4,1072,30,157
4737,60,6,5,5,policy 0 (baseline),False,10,608,613.1022727,4,1173,28,119
4738,60,6,5,5,policy 0 (baseline),False,10,725,614.8011364,4,1170,23,169
4739,60,6,5,5,policy 0 (baseline),False,10,406,509.2784091,4,1080,17,74
4740,60,6,5,6,policy 0 (baseline),False,10,671,687.0681818,5,1276,21,125
4741,60,6,5,6,policy 0 (baseline),False,10,593,589.0113636,5,1172,16,114
4742,60,6,5,6,policy 0 (baseline),False,10,773,626.1761364,5,1217,26,187
4743,60,6,5,6,policy 0 (baseline),False,10,754,674.5965909,5,1265,29,171
4744,60,6,5,6,policy 0 (baseline),False,10,509,630.5511364,5,1226,21,87
4745,60,6,5,6,policy 0 (baseline),False,10,763,692.9659091,5,1310,28,185
4746,60,6,5,6,policy 0 (baseline),False,10,713,797.5056818,5,1405,23,168
4747,60,6,5,6,policy 0 (baseline),False,10,670,662.625,5,1258,24,126
4748,60,6,5,6,policy 0 (baseline),False,10,615,693.8522727,5,1276,19,93
4749,60,6,5,6,policy 0 (baseline),False,10,632,694.3409091,5,1320,22,126
4750,60,7,1,2,policy 0 (baseline),False,10,180,95.75568182,1,282,4,23
4751,60,7,1,2,policy 0 (baseline),False,10,140,125.6193182,1,308,4,16
4752,60,7,1,2,policy 0 (baseline),False,10,107,57.51704545,1,188,2,13
4753,60,7,1,2,policy 0 (baseline),False,10,107,134.25,1,313,5,18
4754,60,7,1,2,policy 0 (baseline),False,10,234,115.0454545,1,296,6,29
4755,60,7,1,2,policy 0 (baseline),False,10,17,90.65340909,1,250,2,3
4756,60,7,1,2,policy 0 (baseline),False,10,157,50.88636364,1,140,6,29
4757,60,7,1,2,policy 0 (baseline),False,10,33,65.18181818,1,192,2,11
4758,60,7,1,2,policy 0 (baseline),False,10,279,58.07386364,1,174,4,31
4759,60,7,1,2,policy 0 (baseline),False,10,102,49.30113636,1,161,3,13
4760,60,7,1,3,policy 0 (baseline),False,10,232,234.2954545,2,421,5,33
4761,60,7,1,3,policy 0 (baseline),False,10,220,283.6988636,2,818,8,34
4762,60,7,1,3,policy 0 (baseline),False,10,151,30.73134328,2,146,3,29
4763,60,7,1,3,policy 0 (baseline),False,10,114,165.4829545,2,375,3,12
4764,60,7,1,3,policy 0 (baseline),False,10,165,234.8068182,2,740,7,24
4765,60,7,1,3,policy 0 (baseline),False,10,561,243.8125,2,808,7,86
4766,60,7,1,3,policy 0 (baseline),False,10,128,182.8579545,2,430,5,18
4767,60,7,1,3,policy 0 (baseline),False,10,102,166.4602273,2,383,3,10
4768,60,7,1,3,policy 0 (baseline),False,10,160,195.6818182,2,390,3,12
4769,60,7,1,3,policy 0 (baseline),False,10,171,178.7840909,2,424,5,25
4770,60,7,1,4,policy 0 (baseline),False,10,284,303.8579545,3,873,4,33
4771,60,7,1,4,policy 0 (baseline),False,10,70,402.3352273,3,956,3,16
4772,60,7,1,4,policy 0 (baseline),False,10,249,332.1477273,3,914,4,30
4773,60,7,1,4,policy 0 (baseline),False,10,325,354.5113636,3,903,5,42
4774,60,7,1,4,policy 0 (baseline),False,10,381,301.3920455,3,879,4,52
4775,60,7,1,4,policy 0 (baseline),False,10,45,350.0909091,3,974,5,7
4776,60,7,1,4,policy 0 (baseline),False,10,371,379.2443182,3,946,4,37
4777,60,7,1,4,policy 0 (baseline),False,10,210,478.8295455,3,993,3,20
4778,60,7,1,4,policy 0 (baseline),False,10,242,381.4886364,3,932,5,34
4779,60,7,1,4,policy 0 (baseline),False,10,213,418.5397727,3,974,6,34
4780,60,7,1,5,policy 0 (baseline),False,10,220,502.5568182,4,1036,3,28
4781,60,7,1,5,policy 0 (baseline),False,10,243,487.1590909,4,1106,4,33
4782,60,7,1,5,policy 0 (baseline),False,10,227,522.2556818,4,1088,3,18
4783,60,7,1,5,policy 0 (baseline),False,10,103,541.6818182,4,1079,3,13
4784,60,7,1,5,policy 0 (baseline),False,10,368,541.1477273,4,1084,7,54
4785,60,7,1,5,policy 0 (baseline),False,10,50,475.2159091,4,1064,5,8
4786,60,7,1,5,policy 0 (baseline),False,10,287,574.8579545,4,1130,4,51
4787,60,7,1,5,policy 0 (baseline),False,10,426,592.5,4,1134,3,49
4788,60,7,1,5,policy 0 (baseline),False,10,75,558.7045455,4,1108,5,11
4789,60,7,1,5,policy 0 (baseline),False,10,578,616.7272727,4,1165,9,96
4790,60,7,1,6,policy 0 (baseline),False,10,285,653.7102273,5,1218,6,35
4791,60,7,1,6,policy 0 (baseline),False,10,229,654.5170455,5,1277,4,29
4792,60,7,1,6,policy 0 (baseline),False,10,163,665.8920455,5,1272,4,17
4793,60,7,1,6,policy 0 (baseline),False,10,400,689.5397727,5,1276,2,39
4794,60,7,1,6,policy 0 (baseline),False,10,308,739.2215909,5,1344,4,43
4795,60,7,1,6,policy 0 (baseline),False,10,89,684.5454545,5,1272,3,10
4796,60,7,1,6,policy 0 (baseline),False,10,71,723.3579545,5,1310,5,8
4797,60,7,1,6,policy 0 (baseline),False,10,50,686.9545455,5,1288,3,7
4798,60,7,1,6,policy 0 (baseline),False,10,54,703.1306818,5,1297,4,5
4799,60,7,1,6,policy 0 (baseline),False,10,242,697.5681818,5,1307,6,34
4800,60,7,2,2,policy 0 (baseline),False,10,258,69.46590909,1,225,8,34
4801,60,7,2,2,policy 0 (baseline),False,10,284,79.94318182,1,260,5,30
4802,60,7,2,2,policy 0 (baseline),False,10,242,95.53409091,1,240,4,31
4803,60,7,2,2,policy 0 (baseline),False,10,630,23.72159091,1,87,11,119
4804,60,7,2,2,policy 0 (baseline),False,10,233,153.2102273,1,360,7,44
4805,60,7,2,2,policy 0 (baseline),False,10,231,75.01704545,1,225,7,28
4806,60,7,2,2,policy 0 (baseline),False,10,389,123.4545455,1,300,9,51
4807,60,7,2,2,policy 0 (baseline),False,10,418,68.05681818,1,218,7,46
4808,60,7,2,2,policy 0 (baseline),False,10,148,35.93181818,1,127,8,25
4809,60,7,2,2,policy 0 (baseline),False,10,376,83.47727273,1,253,6,46
4810,60,7,2,3,policy 0 (baseline),False,10,413,169.0738636,2,348,12,56
4811,60,7,2,3,policy 0 (baseline),False,10,231,212.4147727,2,410,6,31
4812,60,7,2,3,policy 0 (baseline),False,10,338,283.0170455,2,812,8,32
4813,60,7,2,3,policy 0 (baseline),False,10,586,218.6022727,2,376,9,101
4814,60,7,2,3,policy 0 (baseline),False,10,125,205.8863636,2,762,8,20
4815,60,7,2,3,policy 0 (baseline),False,10,453,244.9659091,2,784,7,56
4816,60,7,2,3,policy 0 (baseline),False,10,183,150.9602273,2,375,6,21
4817,60,7,2,3,policy 0 (baseline),False,10,308,182.2443182,2,348,6,40
4818,60,7,2,3,policy 0 (baseline),False,10,184,242.1818182,2,806,6,18
4819,60,7,2,3,policy 0 (baseline),False,10,373,161.1079545,2,412,6,54
4820,60,7,2,4,policy 0 (baseline),False,10,526,310.4886364,3,874,9,74
4821,60,7,2,4,policy 0 (baseline),False,10,357,372.0284091,3,975,12,52
4822,60,7,2,4,policy 0 (baseline),False,10,347,429.9943182,3,990,4,34
4823,60,7,2,4,policy 0 (baseline),False,10,281,308.4488636,3,889,8,37
4824,60,7,2,4,policy 0 (baseline),False,10,322,392.4488636,3,979,8,38
4825,60,7,2,4,policy 0 (baseline),False,10,269,395.5909091,3,1012,7,33
4826,60,7,2,4,policy 0 (baseline),False,10,365,330.6477273,3,889,6,37
4827,60,7,2,4,policy 0 (baseline),False,10,314,426.6704545,3,973,7,38
4828,60,7,2,4,policy 0 (baseline),False,10,447,386.3125,3,922,9,54
4829,60,7,2,4,policy 0 (baseline),False,10,288,346.0340909,3,869,6,29
4830,60,7,2,5,policy 0 (baseline),False,10,384,607.7897727,4,1152,10,58
4831,60,7,2,5,policy 0 (baseline),False,10,258,558.4772727,4,1142,8,45
4832,60,7,2,5,policy 0 (baseline),False,10,521,497.9431818,4,1029,10,79
4833,60,7,2,5,policy 0 (baseline),False,10,95,622.375,4,1134,6,16
4834,60,7,2,5,policy 0 (baseline),False,10,418,536.9488636,4,1120,8,53
4835,60,7,2,5,policy 0 (baseline),False,10,481,463.3011364,4,1014,13,81
4836,60,7,2,5,policy 0 (baseline),False,10,378,528.0795455,4,1077,6,41
4837,60,7,2,5,policy 0 (baseline),False,10,427,514.9147727,4,1056,8,45
4838,60,7,2,5,policy 0 (baseline),False,10,565,548.5397727,4,1107,7,93
4839,60,7,2,5,policy 0 (baseline),False,10,477,611.5113636,4,1164,6,79
4840,60,7,2,6,policy 0 (baseline),False,10,586,741.1306818,5,1311,8,87
4841,60,7,2,6,policy 0 (baseline),False,10,510,655.9659091,5,1232,11,74
4842,60,7,2,6,policy 0 (baseline),False,10,557,666.5909091,5,1239,7,62
4843,60,7,2,6,policy 0 (baseline),False,10,344,719.7329545,5,1332,7,42
4844,60,7,2,6,policy 0 (baseline),False,10,532,728.9090909,5,1361,10,73
4845,60,7,2,6,policy 0 (baseline),False,10,128,777.8295455,5,1351,7,16
4846,60,7,2,6,policy 0 (baseline),False,10,163,675.5340909,5,1257,8,19
4847,60,7,2,6,policy 0 (baseline),False,10,392,645.4261364,5,1246,8,64
4848,60,7,2,6,policy 0 (baseline),False,10,354,761.5227273,5,1366,9,42
4849,60,7,2,6,policy 0 (baseline),False,10,531,671.4090909,5,1266,10,83
4850,60,7,3,2,policy 0 (baseline),False,10,411,104.68,1,309,9,56
4851,60,7,3,2,policy 0 (baseline),False,10,538,39.29545455,1,145,16,96
4852,60,7,3,2,policy 0 (baseline),False,10,634,30.36363636,1,99,12,101
4853,60,7,3,2,policy 0 (baseline),False,10,356,78.44886364,1,221,9,52
4854,60,7,3,2,policy 0 (baseline),False,10,278,137.3238636,1,350,8,32
4855,60,7,3,2,policy 0 (baseline),False,10,358,25.47159091,1,72,10,51
4856,60,7,3,2,policy 0 (baseline),False,10,395,60.60227273,1,188,11,55
4857,60,7,3,2,policy 0 (baseline),False,10,408,25.5625,1,72,12,67
4858,60,7,3,2,policy 0 (baseline),False,10,497,20.65909091,1,51,10,53
4859,60,7,3,2,policy 0 (baseline),False,10,488,95.46590909,1,257,17,79
4860,60,7,3,3,policy 0 (baseline),False,10,370,288.9318182,2,807,10,50
4861,60,7,3,3,policy 0 (baseline),False,10,217,180.7556818,2,404,9,38
4862,60,7,3,3,policy 0 (baseline),False,10,683,195.6079545,2,760,9,110
4863,60,7,3,3,policy 0 (baseline),False,10,735,240.4147727,2,794,15,122
4864,60,7,3,3,policy 0 (baseline),False,10,513,240.0965909,2,763,10,65
4865,60,7,3,3,policy 0 (baseline),False,10,474,185.7840909,2,440,9,58
4866,60,7,3,3,policy 0 (baseline),False,10,367,175.4715909,2,416,10,60
4867,60,7,3,3,policy 0 (baseline),False,10,514,279.1988636,2,820,12,82
4868,60,7,3,3,policy 0 (baseline),False,10,319,126.3579545,2,286,10,44
4869,60,7,3,3,policy 0 (baseline),False,10,449,183.8863636,2,381,9,43
4870,60,7,3,4,policy 0 (baseline),False,10,567,380.7556818,3,934,12,112
4871,60,7,3,4,policy 0 (baseline),False,10,443,371.5170455,3,922,13,77
4872,60,7,3,4,policy 0 (baseline),False,10,446,268.1534091,3,857,13,69
4873,60,7,3,4,policy 0 (baseline),False,10,586,445.7045455,3,975,13,104
4874,60,7,3,4,policy 0 (baseline),False,10,550,399.4886364,3,937,13,76
4875,60,7,3,4,policy 0 (baseline),False,10,369,392.1363636,3,941,10,51
4876,60,7,3,4,policy 0 (baseline),False,10,370,441.6988636,3,1022,9,54
4877,60,7,3,4,policy 0 (baseline),False,10,658,393.3068182,3,947,10,119
4878,60,7,3,4,policy 0 (baseline),False,10,652,446.8465909,3,979,12,120
4879,60,7,3,4,policy 0 (baseline),False,10,487,451.5397727,3,976,7,67
4880,60,7,3,5,policy 0 (baseline),False,10,662,573.2102273,4,1131,11,136
4881,60,7,3,5,policy 0 (baseline),False,10,631,578.9375,4,1147,14,107
4882,60,7,3,5,policy 0 (baseline),False,10,534,578.9090909,4,1202,12,79
4883,60,7,3,5,policy 0 (baseline),False,10,690,473.3522727,4,1052,10,120
4884,60,7,3,5,policy 0 (baseline),False,10,326,531.0909091,4,1094,9,51
4885,60,7,3,5,policy 0 (baseline),False,10,554,498.2102273,4,1059,11,92
4886,60,7,3,5,policy 0 (baseline),False,10,390,583.2159091,4,1157,9,49
4887,60,7,3,5,policy 0 (baseline),False,10,663,657.0795455,4,1220,9,121
4888,60,7,3,5,policy 0 (baseline),False,10,461,591.8011364,4,1140,13,78
4889,60,7,3,5,policy 0 (baseline),False,10,493,527.9261364,4,1095,9,75
4890,60,7,3,6,policy 0 (baseline),False,10,343,741.0511364,6,1337,14,53
4891,60,7,3,6,policy 0 (baseline),False,10,639,747.0909091,5,1343,10,116
4892,60,7,3,6,policy 0 (baseline),False,10,402,721.5738636,5,1317,11,66
4893,60,7,3,6,policy 0 (baseline),False,10,544,774.7613636,5,1379,13,93
4894,60,7,3,6,policy 0 (baseline),False,10,562,708.0909091,5,1292,8,83
4895,60,7,3,6,policy 0 (baseline),False,10,434,742.8295455,5,1354,10,71
4896,60,7,3,6,policy 0 (baseline),False,10,581,639.6022727,5,1225,20,110
4897,60,7,3,6,policy 0 (baseline),False,10,514,693.5,5,1300,10,72
4898,60,7,3,6,policy 0 (baseline),False,10,407,638.6704545,5,1224,11,72
4899,60,7,3,6,policy 0 (baseline),False,10,580,697.1875,5,1307,16,90
4900,60,7,4,2,policy 0 (baseline),False,10,404,105.8068182,1,321,13,64
4901,60,7,4,2,policy 0 (baseline),False,10,478,104.7329545,1,263,13,61
4902,60,7,4,2,policy 0 (baseline),False,10,477,66.55113636,1,214,15,72
4903,60,7,4,2,policy 0 (baseline),False,10,339,141.4602273,1,358,15,50
4904,60,7,4,2,policy 0 (baseline),False,10,579,54.72727273,1,169,15,103
4905,60,7,4,2,policy 0 (baseline),False,10,548,67.11931818,1,205,19,99
4906,60,7,4,2,policy 0 (baseline),False,10,578,37.85227273,1,115,17,99
4907,60,7,4,2,policy 0 (baseline),False,10,498,144.0227273,1,351,17,66
4908,60,7,4,2,policy 0 (baseline),False,10,563,68.3125,1,254,16,85
4909,60,7,4,2,policy 0 (baseline),False,10,539,79.43181818,1,255,15,85
4910,60,7,4,3,policy 0 (baseline),False,10,753,190.0738636,2,435,22,168
4911,60,7,4,3,policy 0 (baseline),False,10,723,290.6704545,2,937,24,158
4912,60,7,4,3,policy 0 (baseline),False,10,587,246.5170455,2,786,15,126
4913,60,7,4,3,policy 0 (baseline),False,10,614,249.2102273,2,832,20,117
4914,60,7,4,3,policy 0 (baseline),False,10,611,190.1136364,2,426,13,109
4915,60,7,4,3,policy 0 (baseline),False,10,346,190.3693182,2,754,15,42
4916,60,7,4,3,policy 0 (baseline),False,10,518,229.2329545,2,827,13,94
4917,60,7,4,3,policy 0 (baseline),False,10,705,169.0511364,2,382,19,135
4918,60,7,4,3,policy 0 (baseline),False,10,642,259.0227273,2,822,15,135
4919,60,7,4,3,policy 0 (baseline),False,10,639,169.1875,2,347,16,105
4920,60,7,4,4,policy 0 (baseline),False,10,551,407.7897727,3,949,16,80
4921,60,7,4,4,policy 0 (baseline),False,10,581,398.7159091,3,981,14,83
4922,60,7,4,4,policy 0 (baseline),False,10,465,346.5795455,3,923,10,55
4923,60,7,4,4,policy 0 (baseline),False,10,533,311.8920455,3,881,19,80
4924,60,7,4,4,policy 0 (baseline),False,10,665,393.1818182,3,946,18,102
4925,60,7,4,4,policy 0 (baseline),False,10,348,423.375,3,1011,12,50
4926,60,7,4,4,policy 0 (baseline),False,10,421,345.9715909,3,929,16,66
4927,60,7,4,4,policy 0 (baseline),False,10,259,299.5284091,3,871,10,42
4928,60,7,4,4,policy 0 (baseline),False,10,694,402.9545455,3,962,14,142
4929,60,7,4,4,policy 0 (baseline),False,10,511,373.4659091,3,919,15,85
4930,60,7,4,5,policy 0 (baseline),False,10,650,525.2556818,4,1090,22,114
4931,60,7,4,5,policy 0 (baseline),False,10,618,554.8295455,5,1115,16,114
4932,60,7,4,5,policy 0 (baseline),False,10,702,477.4318182,4,1052,18,125
4933,60,7,4,5,policy 0 (baseline),False,10,661,585.4772727,4,1157,20,126
4934,60,7,4,5,policy 0 (baseline),False,10,453,551.4261364,4,1105,12,72
4935,60,7,4,5,policy 0 (baseline),False,10,533,602.2727273,4,1146,18,87
4936,60,7,4,5,policy 0 (baseline),False,10,676,532.0738636,4,1073,22,132
4937,60,7,4,5,policy 0 (baseline),False,10,608,515.8920455,4,1068,14,105
4938,60,7,4,5,policy 0 (baseline),False,10,675,634.4034091,4,1181,15,115
4939,60,7,4,5,policy 0 (baseline),False,10,407,575.7556818,4,1135,15,75
4940,60,7,4,6,policy 0 (baseline),False,10,656,767.9545455,5,1401,20,134
4941,60,7,4,6,policy 0 (baseline),False,10,619,704.8125,5,1268,18,96
4942,60,7,4,6,policy 0 (baseline),False,10,670,831.3693182,5,1432,13,133
4943,60,7,4,6,policy 0 (baseline),False,10,657,695.6079545,5,1284,17,112
4944,60,7,4,6,policy 0 (baseline),False,10,633,635.4375,5,1222,15,98
4945,60,7,4,6,policy 0 (baseline),False,10,565,725.0625,5,1302,15,103
4946,60,7,4,6,policy 0 (baseline),False,10,619,671.2613636,5,1265,15,107
4947,60,7,4,6,policy 0 (baseline),False,10,695,705.0625,5,1299,15,119
4948,60,7,4,6,policy 0 (baseline),False,10,597,685.0340909,5,1299,15,89
4949,60,7,4,6,policy 0 (baseline),False,10,615,689.3011364,5,1267,15,96
4950,60,7,5,2,policy 0 (baseline),False,10,682,20.42045455,1,55,22,146
4951,60,7,5,2,policy 0 (baseline),False,10,667,25.61931818,1,66,17,130
4952,60,7,5,2,policy 0 (baseline),False,10,691,77.13636364,1,231,18,122
4953,60,7,5,2,policy 0 (baseline),False,10,597,81.27840909,1,236,23,147
4954,60,7,5,2,policy 0 (baseline),False,10,710,121.7159091,1,340,26,177
4955,60,7,5,2,policy 0 (baseline),False,10,709,76.69886364,1,198,22,159
4956,60,7,5,2,policy 0 (baseline),False,10,665,97.46590909,1,252,17,151
4957,60,7,5,2,policy 0 (baseline),False,10,520,63.83522727,1,194,24,98
4958,60,7,5,2,policy 0 (baseline),False,10,545,37.22727273,1,138,24,90
4959,60,7,5,2,policy 0 (baseline),False,10,373,75.47159091,1,218,21,61
4960,60,7,5,3,policy 0 (baseline),False,10,694,205.6136364,2,432,22,134
4961,60,7,5,3,policy 0 (baseline),False,10,649,180.7329545,2,374,19,113
4962,60,7,5,3,policy 0 (baseline),False,10,656,142.1306818,2,369,17,134
4963,60,7,5,3,policy 0 (baseline),False,10,633,248.4147727,2,796,19,113
4964,60,7,5,3,policy 0 (baseline),False,10,670,213.5625,2,409,25,139
4965,60,7,5,3,policy 0 (baseline),False,10,625,210.6818182,2,445,24,119
4966,60,7,5,3,policy 0 (baseline),False,10,670,211.1704545,2,798,18,127
4967,60,7,5,3,policy 0 (baseline),False,10,776,270.875,2,813,21,173
4968,60,7,5,3,policy 0 (baseline),False,10,649,247.2102273,2,752,18,119
4969,60,7,5,3,policy 0 (baseline),False,10,603,251.8579545,2,791,18,121
4970,60,7,5,4,policy 0 (baseline),False,10,650,307.1534091,3,903,18,124
4971,60,7,5,4,policy 0 (baseline),False,10,653,404.1875,3,917,23,170
4972,60,7,5,4,policy 0 (baseline),False,10,637,367.2727273,3,922,18,124
4973,60,7,5,4,policy 0 (baseline),False,10,595,451.4772727,3,989,22,147
4974,60,7,5,4,policy 0 (baseline),False,10,395,332.9318182,3,951,18,56
4975,60,7,5,4,policy 0 (baseline),False,10,143,7.210526316,3,27,21,143
4976,60,7,5,4,policy 0 (baseline),False,10,638,482.0909091,3,1021,19,119
4977,60,7,5,4,policy 0 (baseline),False,10,658,316.8342857,3,866,18,147
4978,60,7,5,4,policy 0 (baseline),False,10,753,452.125,3,968,29,175
4979,60,7,5,4,policy 0 (baseline),False,10,622,389.1079545,3,950,24,120
4980,60,7,5,5,policy 0 (baseline),False,10,772,560.2443182,4,1105,21,157
4981,60,7,5,5,policy 0 (baseline),False,10,514,501.3636364,4,1062,18,108
4982,60,7,5,5,policy 0 (baseline),False,10,705,636.0625,4,1170,19,144
4983,60,7,5,5,policy 0 (baseline),False,10,661,581.8522727,4,1111,19,118
4984,60,7,5,5,policy 0 (baseline),False,10,709,542.5397727,4,1115,22,135
4985,60,7,5,5,policy 0 (baseline),False,10,663,554.1590909,4,1092,23,112
4986,60,7,5,5,policy 0 (baseline),False,10,646,586.3068182,4,1131,22,112
4987,60,7,5,5,policy 0 (baseline),False,10,540,530.3977273,4,1080,23,114
4988,60,7,5,5,policy 0 (baseline),False,10,567,558.5113636,4,1098,17,90
4989,60,7,5,5,policy 0 (baseline),False,10,618,620.8181818,4,1176,20,86
4990,60,7,5,6,policy 0 (baseline),False,10,566,558.8011364,5,1139,22,114
4991,60,7,5,6,policy 0 (baseline),False,10,504,685.7386364,5,1293,19,70
4992,60,7,5,6,policy 0 (baseline),False,10,626,675.4147727,5,1290,19,119
4993,60,7,5,6,policy 0 (baseline),False,10,469,672.6931818,5,1268,16,79
4994,60,7,5,6,policy 0 (baseline),False,10,499,700.0795455,5,1302,19,78
4995,60,7,5,6,policy 0 (baseline),False,10,779,704.1193182,5,1319,27,178
4996,60,7,5,6,policy 0 (baseline),False,10,657,654.4545455,6,1233,25,143
4997,60,7,5,6,policy 0 (baseline),False,10,599,737.0909091,5,1352,18,115
4998,60,7,5,6,policy 0 (baseline),False,10,531,678.5170455,5,1276,19,81
4999,60,7,5,6,policy 0 (baseline),False,10,567,722.4545455,5,1322,19,103
5000,70,3,1,2,policy 0 (baseline),False,10,292,55.65909091,1,135,9,45
5001,70,3,1,2,policy 0 (baseline),False,10,157,101.1590909,1,251,5,17
5002,70,3,1,2,policy 0 (baseline),False,10,367,52.125,1,140,5,45
5003,70,3,1,2,policy 0 (baseline),False,10,169,27.20454545,1,68,4,20
5004,70,3,1,2,policy 0 (baseline),False,10,23,55.54545455,1,143,3,6
5005,70,3,1,2,policy 0 (baseline),False,10,243,14.91477273,1,44,3,28
5006,70,3,1,2,policy 0 (baseline),False,10,254,29.44318182,1,84,5,28
5007,70,3,1,2,policy 0 (baseline),False,10,69,26.44886364,1,81,3,13
5008,70,3,1,2,policy 0 (baseline),False,10,206,41.82954545,1,109,2,18
5009,70,3,1,2,policy 0 (baseline),False,10,87,23.93181818,1,60,6,15
5010,70,3,1,3,policy 0 (baseline),False,10,387,164.5340909,2,325,8,52
5011,70,3,1,3,policy 0 (baseline),False,10,123,175.9261364,2,334,3,18
5012,70,3,1,3,policy 0 (baseline),False,10,242,123.7215909,2,259,3,31
5013,70,3,1,3,policy 0 (baseline),False,10,451,137.6988636,2,276,14,57
5014,70,3,1,3,policy 0 (baseline),False,10,145,147.1136364,2,298,4,28
5015,70,3,1,3,policy 0 (baseline),False,10,175,174.2045455,2,306,4,16
5016,70,3,1,3,policy 0 (baseline),False,10,129,185.4545455,2,345,2,11
5017,70,3,1,3,policy 0 (baseline),False,10,173,182.9318182,2,370,10,30
5018,70,3,1,3,policy 0 (baseline),False,10,175,182.3068182,2,296,5,23
5019,70,3,1,3,policy 0 (baseline),False,10,124,123.375,2,241,4,14
5020,70,3,1,4,policy 0 (baseline),False,10,89,288.4147727,3,822,3,14
5021,70,3,1,4,policy 0 (baseline),False,10,169,310.5795455,3,867,2,23
5022,70,3,1,4,policy 0 (baseline),False,10,135,350.1761364,3,887,4,13
5023,70,3,1,4,policy 0 (baseline),False,10,285,239.2840909,3,800,4,32
5024,70,3,1,4,policy 0 (baseline),False,10,139,315.3863636,3,840,3,16
5025,70,3,1,4,policy 0 (baseline),False,10,248,297.8181818,3,860,5,33
5026,70,3,1,4,policy 0 (baseline),False,10,246,351.8465909,3,895,4,35
5027,70,3,1,4,policy 0 (baseline),False,10,103,261.7443182,3,812,11,19
5028,70,3,1,4,policy 0 (baseline),False,10,380,241.4545455,3,751,4,36
5029,70,3,1,4,policy 0 (baseline),False,10,257,241.4943182,3,767,4,36
5030,70,3,1,5,policy 0 (baseline),False,10,289,381.0170455,4,938,4,37
5031,70,3,1,5,policy 0 (baseline),False,10,401,412.5625,4,984,5,47
5032,70,3,1,5,policy 0 (baseline),False,10,310,442.3977273,4,1001,5,43
5033,70,3,1,5,policy 0 (baseline),False,10,211,467.6931818,4,1007,3,20
5034,70,3,1,5,policy 0 (baseline),False,10,468,445.2727273,4,982,9,70
5035,70,3,1,5,policy 0 (baseline),False,10,421,419.3863636,4,989,8,57
5036,70,3,1,5,policy 0 (baseline),False,10,196,485.5056818,4,1024,3,12
