index,scenario:percentage-competitive,policy-implemented,policy4?,run,day,cum_infected,infections-provoked-competitive-total,infections-provoked-cooperative-total,nbr-infectious,nbr-infectious-competitive,nbr-infectious-cooperative,number-competitive-joining,number-new-competitive,time-in-queue-average,total-served,daily-infections,daily-provoked-cooperative,daily-provoked-competitive,R0,r0-cooperative,r0-competitive
524,10,policy 3,True,9,20,32,0,31,12,0,12,4,1,23.131147540983605,61,2.0,2.0,0.0,0.16666666666666666,0.16666666666666666,
525,10,policy 3,True,9,21,35,0,34,13,0,13,4,1,23.131147540983605,61,3.0,3.0,0.0,0.23076923076923078,0.23076923076923078,
526,10,policy 3,True,9,22,39,0,38,16,0,16,4,1,23.131147540983605,61,4.0,4.0,0.0,0.25,0.25,
527,10,policy 3,True,9,23,39,0,38,16,0,16,4,1,23.131147540983605,61,0.0,0.0,0.0,0.0,0.0,
528,10,policy 3,True,9,24,42,0,41,17,0,17,4,1,23.131147540983605,61,3.0,3.0,0.0,0.17647058823529413,0.17647058823529413,
529,10,policy 3,True,9,25,46,2,43,15,1,15,4,1,23.131147540983605,61,4.0,2.0,2.0,0.26666666666666666,0.13333333333333333,2.0
530,10,policy 3,True,9,26,48,2,45,19,1,18,4,1,23.131147540983605,61,2.0,2.0,0.0,0.10526315789473684,0.1111111111111111,0.0
531,10,policy 3,True,9,27,52,2,49,21,1,20,4,1,23.131147540983605,61,4.0,4.0,0.0,0.19047619047619047,0.2,0.0
532,10,policy 3,True,9,28,54,2,51,21,1,20,4,1,23.131147540983605,61,2.0,2.0,0.0,0.09523809523809523,0.1,0.0
533,10,policy 3,True,9,29,59,2,56,22,1,21,4,1,23.131147540983605,61,5.0,5.0,0.0,0.22727272727272727,0.23809523809523808,0.0
534,10,policy 3,True,9,30,66,6,59,22,3,19,4,1,23.131147540983605,61,7.0,3.0,4.0,0.3181818181818182,0.15789473684210525,1.3333333333333333
535,10,policy 3,True,9,31,70,6,63,22,3,19,4,1,23.131147540983605,61,4.0,4.0,0.0,0.18181818181818182,0.21052631578947367,0.0
536,10,policy 3,True,9,32,78,7,70,24,6,18,4,1,23.131147540983605,61,8.0,7.0,1.0,0.3333333333333333,0.3888888888888889,0.16666666666666666
537,10,policy 3,True,9,33,81,7,73,23,6,17,4,1,23.131147540983605,61,3.0,3.0,0.0,0.13043478260869565,0.17647058823529413,0.0
538,10,policy 3,True,9,34,89,8,80,25,6,19,4,1,23.131147540983605,61,8.0,7.0,1.0,0.32,0.3684210526315789,0.16666666666666666
539,10,policy 3,True,9,35,97,10,86,33,9,25,4,1,23.131147540983605,61,8.0,6.0,2.0,0.24242424242424243,0.24,0.2222222222222222
540,10,policy 3,True,9,36,119,16,102,33,9,24,8,1,23.131147540983605,122,22.0,16.0,6.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
541,10,policy 3,True,9,37,130,16,113,35,8,29,8,1,21.36065573770492,122,11.0,11.0,0.0,0.3142857142857143,0.3793103448275862,0.0
542,10,policy 3,True,9,38,142,16,125,38,6,33,8,1,21.36065573770492,122,12.0,12.0,0.0,0.3157894736842105,0.36363636363636365,0.0
543,10,policy 3,True,9,39,165,20,144,47,6,41,8,1,21.36065573770492,122,23.0,19.0,4.0,0.48936170212765956,0.4634146341463415,0.6666666666666666
544,10,policy 3,True,9,40,185,22,162,51,7,46,8,1,21.36065573770492,122,20.0,18.0,2.0,0.39215686274509803,0.391304347826087,0.2857142857142857
545,10,policy 3,True,9,41,203,27,175,60,8,52,8,1,21.36065573770492,122,18.0,13.0,5.0,0.3,0.25,0.625
546,10,policy 3,True,9,42,215,29,186,65,8,57,8,1,21.36065573770492,122,12.0,11.0,2.0,0.18461538461538463,0.19298245614035087,0.25
547,10,policy 3,True,9,43,242,32,210,70,9,62,8,1,21.36065573770492,122,27.0,24.0,3.0,0.38571428571428573,0.3870967741935484,0.3333333333333333
548,10,policy 3,True,9,44,264,36,228,79,10,70,8,1,21.36065573770492,122,22.0,18.0,4.0,0.27848101265822783,0.2571428571428571,0.4
549,10,policy 3,True,9,45,297,42,255,89,12,77,8,1,21.36065573770492,122,33.0,27.0,6.0,0.3707865168539326,0.35064935064935066,0.5
550,10,policy 3,True,9,46,323,47,276,104,15,89,8,1,21.36065573770492,122,26.0,21.0,5.0,0.25,0.23595505617977527,0.3333333333333333
551,10,policy 3,True,9,47,347,48,299,114,17,98,8,1,21.36065573770492,122,24.0,23.0,1.0,0.21052631578947367,0.23469387755102042,0.058823529411764705
552,10,policy 3,True,9,48,373,52,321,128,16,112,8,1,21.36065573770492,122,26.0,22.0,4.0,0.203125,0.19642857142857142,0.25
553,10,policy 3,True,9,49,396,55,341,146,16,131,8,1,21.36065573770492,122,23.0,20.0,3.0,0.15753424657534246,0.15267175572519084,0.1875
554,10,policy 3,True,9,50,442,57,385,159,17,142,8,1,21.36065573770492,122,46.0,44.0,2.0,0.2893081761006289,0.30985915492957744,0.11764705882352941
555,10,policy 3,True,9,51,470,59,411,164,17,148,8,1,21.36065573770492,122,28.0,26.0,2.0,0.17073170731707318,0.17567567567567569,0.11764705882352941
556,10,policy 3,True,9,52,507,65,442,177,18,160,8,1,21.36065573770492,122,37.0,31.0,6.0,0.20903954802259886,0.19375,0.3333333333333333
557,10,policy 3,True,9,53,536,67,470,186,19,167,8,1,21.36065573770492,122,29.0,28.0,2.0,0.15591397849462366,0.16766467065868262,0.10526315789473684
558,10,policy 3,True,9,54,567,68,500,186,19,169,8,1,21.36065573770492,122,31.0,30.0,1.0,0.16666666666666666,0.17751479289940827,0.05263157894736842
559,10,policy 3,True,9,55,589,68,522,193,19,175,8,1,21.36065573770492,122,22.0,22.0,0.0,0.11398963730569948,0.12571428571428572,0.0
560,10,policy 3,True,9,56,620,71,550,200,20,182,8,1,21.36065573770492,122,31.0,28.0,3.0,0.155,0.15384615384615385,0.15
561,10,policy 3,True,9,57,642,77,566,209,23,186,8,1,21.36065573770492,122,22.0,16.0,6.0,0.10526315789473684,0.08602150537634409,0.2608695652173913
562,10,policy 3,True,9,58,671,82,590,209,22,188,8,1,21.36065573770492,122,29.0,24.0,5.0,0.13875598086124402,0.1276595744680851,0.22727272727272727
563,10,policy 3,True,9,59,692,85,608,209,22,188,8,1,21.36065573770492,122,21.0,18.0,3.0,0.10047846889952153,0.09574468085106383,0.13636363636363635
564,10,policy 3,True,9,60,707,88,620,213,23,191,8,1,21.36065573770492,122,15.0,12.0,3.0,0.07042253521126761,0.06282722513089005,0.13043478260869565
565,10,policy 3,True,9,61,723,91,634,215,23,193,8,1,21.36065573770492,122,16.0,14.0,3.0,0.07441860465116279,0.07253886010362694,0.13043478260869565
566,10,policy 3,True,9,62,729,91,640,202,20,182,8,1,21.36065573770492,122,6.0,6.0,0.0,0.0297029702970297,0.03296703296703297,0.0
567,10,policy 3,True,10,0,1,0,0,0,0,0,0,0,0.0,0,-728.0,0.0,0.0,-inf,,
568,10,policy 3,True,10,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
569,10,policy 3,True,10,2,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
570,10,policy 3,True,10,3,2,0,1,1,0,1,0,0,0.0,0,1.0,1.0,0.0,1.0,1.0,
571,10,policy 3,True,10,4,2,0,1,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
572,10,policy 3,True,10,5,3,0,2,2,0,2,0,0,0.0,0,1.0,1.0,0.0,0.5,0.5,
573,10,policy 3,True,10,6,3,0,2,2,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
574,10,policy 3,True,10,7,3,0,2,2,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
575,10,policy 3,True,10,8,8,0,7,2,0,2,5,0,18.89830508474576,61,5.0,5.0,0.0,2.5,2.5,
576,10,policy 3,True,10,9,10,0,9,2,0,2,5,0,18.62295081967213,61,2.0,2.0,0.0,1.0,1.0,
577,10,policy 3,True,10,10,11,0,10,2,0,2,5,0,18.62295081967213,61,1.0,1.0,0.0,0.5,0.5,
578,10,policy 3,True,10,11,14,0,13,4,0,4,5,0,18.62295081967213,61,3.0,3.0,0.0,0.75,0.75,
579,10,policy 3,True,10,12,18,0,17,6,0,6,5,0,18.62295081967213,61,4.0,4.0,0.0,0.6666666666666666,0.6666666666666666,
580,10,policy 3,True,10,13,24,1,22,8,1,7,5,0,18.62295081967213,61,6.0,5.0,1.0,0.75,0.7142857142857143,1.0
581,10,policy 3,True,10,14,30,1,28,11,1,10,5,0,18.62295081967213,61,6.0,6.0,0.0,0.5454545454545454,0.6,0.0
582,10,policy 3,True,10,15,31,1,29,14,1,13,5,0,18.62295081967213,61,1.0,1.0,0.0,0.07142857142857142,0.07692307692307693,0.0
583,10,policy 3,True,10,16,36,1,34,17,1,16,5,0,18.62295081967213,61,5.0,5.0,0.0,0.29411764705882354,0.3125,0.0
584,10,policy 3,True,10,17,41,1,39,19,1,18,5,0,18.62295081967213,61,5.0,5.0,0.0,0.2631578947368421,0.2777777777777778,0.0
585,10,policy 3,True,10,18,45,1,43,20,1,19,5,0,18.62295081967213,61,4.0,4.0,0.0,0.2,0.21052631578947367,0.0
586,10,policy 3,True,10,19,47,1,45,20,2,19,5,0,18.62295081967213,61,2.0,2.0,0.0,0.1,0.10526315789473684,0.0
587,10,policy 3,True,10,20,55,1,53,23,2,21,5,0,18.62295081967213,61,8.0,8.0,0.0,0.34782608695652173,0.38095238095238093,0.0
588,10,policy 3,True,10,21,62,1,60,23,2,21,5,0,18.62295081967213,61,7.0,7.0,0.0,0.30434782608695654,0.3333333333333333,0.0
589,10,policy 3,True,10,22,71,1,69,24,2,23,5,0,18.62295081967213,61,9.0,9.0,0.0,0.375,0.391304347826087,0.0
590,10,policy 3,True,10,23,84,1,82,28,1,27,5,0,18.62295081967213,61,13.0,13.0,0.0,0.4642857142857143,0.48148148148148145,0.0
591,10,policy 3,True,10,24,92,4,87,31,2,29,5,0,18.62295081967213,61,8.0,5.0,3.0,0.25806451612903225,0.1724137931034483,1.5
592,10,policy 3,True,10,25,105,5,99,36,3,33,5,0,18.62295081967213,61,13.0,12.0,1.0,0.3611111111111111,0.36363636363636365,0.3333333333333333
593,10,policy 3,True,10,26,109,6,102,37,3,34,5,0,18.62295081967213,61,4.0,3.0,1.0,0.10810810810810811,0.08823529411764706,0.3333333333333333
594,10,policy 3,True,10,27,120,9,110,44,4,40,5,0,18.62295081967213,61,11.0,8.0,3.0,0.25,0.2,0.75
595,10,policy 3,True,10,28,147,14,133,54,5,49,5,0,18.62295081967213,61,27.0,23.0,5.0,0.5,0.46938775510204084,1.0
596,10,policy 3,True,10,29,160,18,142,54,6,49,5,0,18.62295081967213,61,13.0,9.0,4.0,0.24074074074074073,0.1836734693877551,0.6666666666666666
597,10,policy 3,True,10,30,169,20,149,56,7,50,5,0,18.62295081967213,61,9.0,7.0,2.0,0.16071428571428573,0.14,0.2857142857142857
598,10,policy 3,True,10,31,200,21,179,69,8,61,5,0,18.62295081967213,61,31.0,30.0,1.0,0.4492753623188406,0.4918032786885246,0.125
599,10,policy 3,True,10,32,228,22,206,77,8,69,5,0,18.62295081967213,61,28.0,27.0,1.0,0.36363636363636365,0.391304347826087,0.125
600,10,policy 3,True,10,33,255,25,230,80,9,72,5,0,18.62295081967213,61,27.0,24.0,3.0,0.3375,0.3333333333333333,0.3333333333333333
601,10,policy 3,True,10,34,281,30,251,89,11,78,5,0,18.62295081967213,61,26.0,21.0,5.0,0.29213483146067415,0.2692307692307692,0.45454545454545453
602,10,policy 3,True,10,35,312,31,281,109,14,97,5,0,18.62295081967213,61,31.0,30.0,1.0,0.28440366972477066,0.30927835051546393,0.07142857142857142
603,10,policy 3,True,10,36,364,38,326,114,14,101,10,0,18.725,122,52.0,45.0,7.0,0.45614035087719296,0.44554455445544555,0.5
604,10,policy 3,True,10,37,404,42,362,123,14,111,10,0,18.5655737704918,122,40.0,36.0,4.0,0.3252032520325203,0.32432432432432434,0.2857142857142857
605,10,policy 3,True,10,38,439,49,390,148,17,131,10,0,18.5655737704918,122,35.0,28.0,7.0,0.23648648648648649,0.21374045801526717,0.4117647058823529
606,10,policy 3,True,10,39,468,52,416,169,19,150,10,0,18.5655737704918,122,29.0,26.0,3.0,0.17159763313609466,0.17333333333333334,0.15789473684210525
607,10,policy 3,True,10,40,513,60,453,188,27,163,10,0,18.5655737704918,122,45.0,37.0,8.0,0.2393617021276596,0.22699386503067484,0.2962962962962963
608,10,policy 3,True,10,41,542,64,478,218,31,187,10,0,18.5655737704918,122,29.0,25.0,4.0,0.13302752293577982,0.13368983957219252,0.12903225806451613
609,10,policy 3,True,10,42,573,73,501,226,33,194,10,0,18.5655737704918,122,31.0,23.0,9.0,0.13716814159292035,0.11855670103092783,0.2727272727272727
610,10,policy 3,True,10,43,601,80,523,243,37,206,10,0,18.5655737704918,122,28.0,22.0,7.0,0.11522633744855967,0.10679611650485436,0.1891891891891892
611,10,policy 3,True,10,44,633,85,550,243,36,208,10,0,18.5655737704918,122,32.0,27.0,5.0,0.13168724279835392,0.12980769230769232,0.1388888888888889
612,10,policy 3,True,10,45,665,85,582,249,35,214,10,0,18.5655737704918,122,32.0,32.0,0.0,0.1285140562248996,0.14953271028037382,0.0
613,10,policy 3,True,10,46,695,85,612,248,34,216,10,0,18.5655737704918,122,30.0,30.0,0.0,0.12096774193548387,0.1388888888888889,0.0
614,10,policy 3,True,10,47,710,87,625,249,34,217,10,0,18.5655737704918,122,15.0,13.0,2.0,0.060240963855421686,0.059907834101382486,0.058823529411764705
615,10,policy 3,True,10,48,734,88,648,246,34,214,10,0,18.5655737704918,122,24.0,23.0,1.0,0.0975609756097561,0.10747663551401869,0.029411764705882353
616,10,policy 3,True,10,49,758,89,671,235,31,204,10,0,18.5655737704918,122,24.0,23.0,1.0,0.10212765957446808,0.11274509803921569,0.03225806451612903
617,10,policy 3,True,10,50,776,90,688,225,29,196,10,0,18.5655737704918,122,18.0,17.0,1.0,0.08,0.08673469387755102,0.034482758620689655
618,10,policy 3,True,10,51,788,92,698,213,25,189,10,0,18.5655737704918,122,12.0,10.0,2.0,0.056338028169014086,0.05291005291005291,0.08
619,10,policy 3,True,10,52,801,94,709,204,23,181,10,0,18.5655737704918,122,13.0,11.0,2.0,0.06372549019607843,0.06077348066298342,0.08695652173913043
620,10,policy 3,True,10,53,809,96,715,193,20,173,10,0,18.5655737704918,122,8.0,6.0,2.0,0.04145077720207254,0.03468208092485549,0.1
621,10,policy 3,True,10,54,817,97,722,186,16,170,10,0,18.5655737704918,122,8.0,7.0,1.0,0.043010752688172046,0.041176470588235294,0.0625
622,10,policy 3,True,10,55,822,98,727,179,14,165,10,0,18.5655737704918,122,5.0,5.0,1.0,0.027932960893854747,0.030303030303030304,0.07142857142857142
623,10,policy 3,True,10,56,825,98,730,172,12,160,10,0,18.5655737704918,122,3.0,3.0,0.0,0.01744186046511628,0.01875,0.0
624,10,policy 3,True,10,57,826,98,731,155,8,147,10,0,18.5655737704918,122,1.0,1.0,0.0,0.0064516129032258064,0.006802721088435374,0.0
625,10,policy 3,True,10,58,830,98,736,146,8,138,10,0,18.5655737704918,122,4.0,5.0,0.0,0.0273972602739726,0.036231884057971016,0.0
626,10,policy 3,True,10,59,832,98,738,121,6,115,10,0,18.5655737704918,122,2.0,2.0,0.0,0.01652892561983471,0.017391304347826087,0.0
627,10,policy 3,True,10,60,833,98,739,114,6,108,10,0,18.5655737704918,122,1.0,1.0,0.0,0.008771929824561403,0.009259259259259259,0.0
628,10,policy 3,True,10,61,835,98,741,103,5,98,10,0,18.5655737704918,122,2.0,2.0,0.0,0.019417475728155338,0.02040816326530612,0.0
629,10,policy 3,True,10,62,835,98,741,79,4,75,10,0,18.5655737704918,122,0.0,0.0,0.0,0.0,0.0,0.0
630,30,policy 3,True,11,0,1,0,0,0,0,0,0,0,0.0,0,-834.0,0.0,0.0,-inf,,
631,30,policy 3,True,11,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
632,30,policy 3,True,11,2,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
633,30,policy 3,True,11,3,3,2,0,1,1,0,0,0,0.0,0,2.0,0.0,2.0,2.0,,2.0
634,30,policy 3,True,11,4,3,2,0,1,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,0.0
635,30,policy 3,True,11,5,3,2,0,1,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,0.0
636,30,policy 3,True,11,6,4,3,0,2,2,0,0,0,0.0,0,1.0,0.0,1.0,0.5,,0.5
637,30,policy 3,True,11,7,5,4,0,3,3,0,0,0,0.0,0,1.0,0.0,1.0,0.3333333333333333,,0.3333333333333333
638,30,policy 3,True,11,8,8,4,3,3,3,1,19,3,80.09836065573771,61,3.0,3.0,0.0,1.0,3.0,0.0
639,30,policy 3,True,11,9,9,4,4,3,2,1,19,3,80.09836065573771,61,1.0,1.0,0.0,0.3333333333333333,1.0,0.0
640,30,policy 3,True,11,10,9,4,4,3,2,1,19,3,80.09836065573771,61,0.0,0.0,0.0,0.0,0.0,0.0
641,30,policy 3,True,11,11,11,4,6,3,2,2,19,3,80.09836065573771,61,2.0,2.0,0.0,0.6666666666666666,1.0,0.0
642,30,policy 3,True,11,12,12,4,7,3,1,2,19,3,80.09836065573771,61,1.0,1.0,0.0,0.3333333333333333,0.5,0.0
643,30,policy 3,True,11,13,18,4,13,6,0,6,19,3,80.09836065573771,61,6.0,6.0,0.0,1.0,1.0,
644,30,policy 3,True,11,14,19,4,14,6,0,6,19,3,80.09836065573771,61,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,
645,30,policy 3,True,11,15,20,4,15,6,0,6,19,3,80.09836065573771,61,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,
646,30,policy 3,True,11,16,23,4,18,7,0,7,19,3,80.09836065573771,61,3.0,3.0,0.0,0.42857142857142855,0.42857142857142855,
647,30,policy 3,True,11,17,24,4,19,8,0,8,19,3,80.09836065573771,61,1.0,1.0,0.0,0.125,0.125,
648,30,policy 3,True,11,18,27,4,22,10,0,10,19,3,80.09836065573771,61,3.0,3.0,0.0,0.3,0.3,
649,30,policy 3,True,11,19,36,6,29,11,1,10,19,3,80.09836065573771,61,9.0,7.0,2.0,0.8181818181818182,0.7,2.0
650,30,policy 3,True,11,20,44,9,34,11,3,9,19,3,80.09836065573771,61,8.0,5.0,3.0,0.7272727272727273,0.5555555555555556,1.0
651,30,policy 3,True,11,21,45,9,35,12,3,9,19,3,80.09836065573771,61,1.0,1.0,0.0,0.08333333333333333,0.1111111111111111,0.0
652,30,policy 3,True,11,22,52,9,42,15,3,12,19,3,80.09836065573771,61,7.0,7.0,0.0,0.4666666666666667,0.5833333333333334,0.0
653,30,policy 3,True,11,23,55,10,44,17,4,13,19,3,80.09836065573771,61,3.0,2.0,1.0,0.17647058823529413,0.15384615384615385,0.25
654,30,policy 3,True,11,24,59,12,46,21,4,17,19,3,80.09836065573771,61,4.0,2.0,2.0,0.19047619047619047,0.11764705882352941,0.5
655,30,policy 3,True,11,25,70,13,56,24,4,22,19,3,80.09836065573771,61,11.0,10.0,1.0,0.4583333333333333,0.45454545454545453,0.25
656,30,policy 3,True,11,26,80,14,65,26,3,23,19,3,80.09836065573771,61,10.0,9.0,1.0,0.38461538461538464,0.391304347826087,0.3333333333333333
657,30,policy 3,True,11,27,86,15,70,28,3,25,19,3,80.09836065573771,61,6.0,5.0,1.0,0.21428571428571427,0.2,0.3333333333333333
658,30,policy 3,True,11,28,96,18,77,27,3,24,19,3,80.09836065573771,61,10.0,7.0,3.0,0.37037037037037035,0.2916666666666667,1.0
659,30,policy 3,True,11,29,103,19,83,34,4,30,19,3,80.09836065573771,61,7.0,6.0,1.0,0.20588235294117646,0.2,0.25
660,30,policy 3,True,11,30,116,22,93,41,6,36,19,3,80.09836065573771,61,13.0,10.0,3.0,0.3170731707317073,0.2777777777777778,0.5
661,30,policy 3,True,11,31,134,25,108,46,8,38,19,3,80.09836065573771,61,18.0,15.0,3.0,0.391304347826087,0.39473684210526316,0.375
662,30,policy 3,True,11,32,148,28,119,47,9,38,19,3,80.09836065573771,61,14.0,11.0,3.0,0.2978723404255319,0.2894736842105263,0.3333333333333333
663,30,policy 3,True,11,33,154,29,124,47,8,39,19,3,80.09836065573771,61,6.0,5.0,1.0,0.1276595744680851,0.1282051282051282,0.125
664,30,policy 3,True,11,34,171,31,140,56,9,47,19,3,80.09836065573771,61,17.0,16.0,2.0,0.30357142857142855,0.3404255319148936,0.2222222222222222
665,30,policy 3,True,11,35,195,36,159,59,11,48,19,3,80.09836065573771,61,24.0,19.0,5.0,0.4067796610169492,0.3958333333333333,0.45454545454545453
666,30,policy 3,True,11,36,244,44,200,65,13,52,38,7,80.09836065573771,122,49.0,41.0,8.0,0.7538461538461538,0.7884615384615384,0.6153846153846154
667,30,policy 3,True,11,37,262,49,213,75,16,60,38,7,78.79508196721312,122,18.0,13.0,5.0,0.24,0.21666666666666667,0.3125
668,30,policy 3,True,11,38,293,61,232,92,23,69,38,7,78.79508196721312,122,31.0,19.0,12.0,0.33695652173913043,0.2753623188405797,0.5217391304347826
669,30,policy 3,True,11,39,320,73,247,104,29,76,38,7,78.79508196721312,122,27.0,15.0,12.0,0.25961538461538464,0.19736842105263158,0.41379310344827586
670,30,policy 3,True,11,40,346,79,267,119,34,86,38,7,78.79508196721312,122,26.0,20.0,6.0,0.2184873949579832,0.23255813953488372,0.17647058823529413
671,30,policy 3,True,11,41,382,87,295,143,39,104,38,7,78.79508196721312,122,36.0,28.0,8.0,0.2517482517482518,0.2692307692307692,0.20512820512820512
672,30,policy 3,True,11,42,404,94,310,157,48,113,38,7,78.79508196721312,122,22.0,15.0,7.0,0.14012738853503184,0.13274336283185842,0.14583333333333334
673,30,policy 3,True,11,43,441,112,329,176,60,116,38,7,78.79508196721312,122,37.0,19.0,18.0,0.21022727272727273,0.16379310344827586,0.3
674,30,policy 3,True,11,44,481,127,354,195,64,131,38,7,78.79508196721312,122,40.0,25.0,15.0,0.20512820512820512,0.19083969465648856,0.234375
675,30,policy 3,True,11,45,523,142,382,204,67,138,38,7,78.79508196721312,122,42.0,28.0,15.0,0.20588235294117646,0.2028985507246377,0.22388059701492538
676,30,policy 3,True,11,46,554,149,406,209,67,142,38,7,78.79508196721312,122,31.0,24.0,7.0,0.14832535885167464,0.16901408450704225,0.1044776119402985
677,30,policy 3,True,11,47,578,158,421,203,65,140,38,7,78.79508196721312,122,24.0,15.0,9.0,0.11822660098522167,0.10714285714285714,0.13846153846153847
678,30,policy 3,True,11,48,608,168,441,198,62,140,38,7,78.79508196721312,122,30.0,20.0,10.0,0.15151515151515152,0.14285714285714285,0.16129032258064516
679,30,policy 3,True,11,49,639,180,460,210,63,149,38,7,78.79508196721312,122,31.0,19.0,12.0,0.14761904761904762,0.12751677852348994,0.19047619047619047
680,30,policy 3,True,11,50,656,185,472,221,70,152,38,7,78.79508196721312,122,17.0,12.0,5.0,0.07692307692307693,0.07894736842105263,0.07142857142857142
681,30,policy 3,True,11,51,682,194,489,220,72,148,38,7,78.79508196721312,122,26.0,17.0,9.0,0.11818181818181818,0.11486486486486487,0.125
682,30,policy 3,True,11,52,697,200,498,218,71,148,38,7,78.79508196721312,122,15.0,9.0,6.0,0.06880733944954129,0.060810810810810814,0.08450704225352113
683,30,policy 3,True,11,53,712,204,509,212,64,149,38,7,78.79508196721312,122,15.0,11.0,4.0,0.07075471698113207,0.0738255033557047,0.0625
684,30,policy 3,True,11,54,729,208,522,212,66,149,38,7,78.79508196721312,122,17.0,13.0,4.0,0.08018867924528301,0.087248322147651,0.06060606060606061
685,30,policy 3,True,11,55,747,217,531,212,69,146,38,7,78.79508196721312,122,18.0,9.0,9.0,0.08490566037735849,0.06164383561643835,0.13043478260869565
686,30,policy 3,True,11,56,761,222,540,201,69,134,38,7,78.79508196721312,122,14.0,9.0,5.0,0.06965174129353234,0.06716417910447761,0.07246376811594203
687,30,policy 3,True,11,57,768,224,546,181,61,122,38,7,78.79508196721312,122,7.0,6.0,2.0,0.03867403314917127,0.04918032786885246,0.03278688524590164
688,30,policy 3,True,11,58,782,228,556,172,56,116,38,7,78.79508196721312,122,14.0,10.0,4.0,0.08139534883720931,0.08620689655172414,0.07142857142857142
689,30,policy 3,True,11,59,788,230,560,159,53,106,38,7,78.79508196721312,122,6.0,4.0,2.0,0.03773584905660377,0.03773584905660377,0.03773584905660377
690,30,policy 3,True,11,60,792,231,563,147,48,99,38,7,78.79508196721312,122,4.0,3.0,1.0,0.027210884353741496,0.030303030303030304,0.020833333333333332
691,30,policy 3,True,11,61,801,233,570,137,42,95,38,7,78.79508196721312,122,9.0,7.0,2.0,0.06569343065693431,0.07368421052631578,0.047619047619047616
692,30,policy 3,True,11,62,801,233,570,121,40,81,38,7,78.79508196721312,122,0.0,0.0,0.0,0.0,0.0,0.0
693,30,policy 3,True,12,0,1,0,0,0,0,0,0,0,0.0,0,-800.0,0.0,0.0,-inf,,
694,30,policy 3,True,12,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
695,30,policy 3,True,12,2,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
696,30,policy 3,True,12,3,3,0,2,1,0,1,0,0,0.0,0,2.0,2.0,0.0,2.0,2.0,
697,30,policy 3,True,12,4,3,0,2,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
698,30,policy 3,True,12,5,3,0,2,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
699,30,policy 3,True,12,6,3,0,2,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
700,30,policy 3,True,12,7,3,0,2,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
701,30,policy 3,True,12,8,4,0,3,3,0,3,18,9,82.22950819672131,61,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,
702,30,policy 3,True,12,9,7,2,4,4,1,3,18,9,82.22950819672131,61,3.0,1.0,2.0,0.75,0.3333333333333333,2.0
703,30,policy 3,True,12,10,8,2,5,4,1,3,18,9,82.22950819672131,61,1.0,1.0,0.0,0.25,0.3333333333333333,0.0
704,30,policy 3,True,12,11,8,2,5,4,1,3,18,9,82.22950819672131,61,0.0,0.0,0.0,0.0,0.0,0.0
705,30,policy 3,True,12,12,10,2,7,4,1,3,18,9,82.22950819672131,61,2.0,2.0,0.0,0.5,0.6666666666666666,0.0
706,30,policy 3,True,12,13,11,2,8,5,2,3,18,9,82.22950819672131,61,1.0,1.0,0.0,0.2,0.3333333333333333,0.0
707,30,policy 3,True,12,14,13,2,10,5,2,3,18,9,82.22950819672131,61,2.0,2.0,0.0,0.4,0.6666666666666666,0.0
708,30,policy 3,True,12,15,14,2,11,6,2,4,18,9,82.22950819672131,61,1.0,1.0,0.0,0.16666666666666666,0.25,0.0
709,30,policy 3,True,12,16,20,2,17,7,2,5,18,9,82.22950819672131,61,6.0,6.0,0.0,0.8571428571428571,1.2,0.0
710,30,policy 3,True,12,17,22,3,18,7,2,5,18,9,82.22950819672131,61,2.0,1.0,1.0,0.2857142857142857,0.2,0.5
711,30,policy 3,True,12,18,28,3,24,9,2,7,18,9,82.22950819672131,61,6.0,6.0,0.0,0.6666666666666666,0.8571428571428571,0.0
712,30,policy 3,True,12,19,32,3,28,11,1,10,18,9,82.22950819672131,61,4.0,4.0,0.0,0.36363636363636365,0.4,0.0
713,30,policy 3,True,12,20,33,3,29,11,1,10,18,9,82.22950819672131,61,1.0,1.0,0.0,0.09090909090909091,0.1,0.0
